	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030
61	15.1296833698	14.883144222	13.7149908893	13.3262268295	14.7832102171	14.6104841527	14.8364688544	15.2365721488	14.0887506305	13.9775046951	14.3710864669	13.3111576335	13.251682405	13.6289597921	13.8318075339	14.2212595792	15.8561544626
62	15.1296833698	15.3947937407	15.7887006967	15.5340490806	17.2014962652	15.8632189872	15.4021032944	17.0998412256	17.3762456076	16.0789929311	14.9094225757	14.7404333548	15.6452858977	15.2112197876	15.0350815941	13.9825446557	14.3465998856
63	15.1296833698	15.5309884964	16.4728708407	16.1589127084	17.1592204428	18.3639395111	19.8861472533	19.4652794492	21.5468876625	21.2117363169	21.3781041599	20.0796808963	22.2228295408	22.9434584257	21.5240833915	20.6482183697	21.0833123555
64	15.1296833698	16.083210998	15.6654773721	15.9643852715	15.5650804355	15.296172539	14.8655278796	15.8025721735	14.6328679982	13.5834704418	13.8522128325	15.0336612326	14.0792918643	14.5252604895	16.3819979939	16.1299016931	15.3740309531
65	15.1296833698	16.0832491635	15.7437085994	16.1582437111	17.9013304858	16.5367117828	15.3102030211	15.7140125863	14.5700012681	15.5600412817	15.2906192453	14.2273636452	15.8579852642	16.2670979172	16.4958565868	16.7625815367	16.3092922599
66	15.1296833698	16.7410995461	17.7994768486	18.2291237371	17.9017462829	18.3892015179	18.6686719664	19.1786223539	19.7157525802	20.2835003136	18.714901204	19.8231424222	21.9940391814	22.3404988056	22.9333421781	23.5672698054	23.3068932754
67	15.1296833698	15.5309677564	15.9583975436	15.5110509059	16.4621957572	17.6074814675	17.1505801362	17.6014965994	16.2743503986	18.0420394235	19.3202004128	19.7826992751	19.3207883503	20.8825772123	21.2817907945	20.5565160858	22.3286699805
68	15.1296833698	16.0831439997	14.861925225	16.461199735	15.2628666802	16.503415249	15.4157088354	15.846811732	16.376257842	16.042632807	15.2083372423	16.8285368511	19.1703969934	17.688688063	20.1677397584	20.0730916663	22.2498117968
69	15.1296833698	16.7411364677	17.7995456813	18.229162354	18.6936073647	19.1920891365	17.7174296694	17.9964840298	19.9477635417	21.310839853	21.8074853296	22.3523948906	21.7796732868	23.3904613539	25.9569725102	25.3289813656	25.9730797083
70	15.1296833698	16.7410426752	16.2820378012	15.8529292924	15.5759714114	15.9912694989	15.794171031	16.7146157373	17.7892145073	18.0997846945	17.6349618671	17.2028416551	16.8040652247	16.3981456523	17.6017294214	17.9303385958	16.7173944584
71	15.1296833698	16.0831943457	14.8619602001	13.7690454232	15.2618322217	15.5787183141	17.2834783934	17.6392528155	18.0170874412	17.5520649266	19.4896787825	19.0097340395	18.5240524303	18.2297265234	17.735589471	17.5453912344	18.6580688312
72	15.1296833698	16.0831753059	15.665446519	16.0393578507	16.3210105176	18.0509931787	18.408638779	18.8219802192	20.2082031116	22.3627297321	24.7851023173	26.9631458371	29.9563512253	29.4616901815	30.7005002963	28.4919344861	28.7672426577
73	15.1296833698	16.7410198187	17.1806133972	17.4604428465	18.549479961	18.924821786	20.9500424024	19.4059527358	18.8948944982	18.4181335727	20.0083815115	19.5892271941	21.7279965899	24.1397390011	26.8627160144	26.3665616399	25.382018909
74	15.1296833698	15.3947667214	17.0270017309	15.7119159771	16.1023787711	16.4002931479	16.1291521951	14.9052414001	15.1837244578	16.177936096	17.42361601	19.0805892282	18.253508282	20.0097012309	18.8306913938	17.9361556327	18.2216870801
75	15.1296833698	13.9421011083	12.8782993644	13.76915601	14.896797688	16.5029998041	15.4147402451	14.8774068504	16.1797039415	15.8369099809	15.2596544259	14.9092101599	14.5410599906	15.7135723537	15.3333524814	17.1183326336	17.3792485494
76	15.1296833698	15.5311164353	15.7880654195	15.3392596079	16.3189260047	17.5322493887	17.887013441	19.7806203685	20.2032623976	19.614664615	21.7472981788	22.2634534047	22.8252276272	23.4305802867	24.0753959326	24.7591636426	24.0812189053
77	15.1296833698	14.8832397541	13.7151077642	12.6655580438	12.8771540053	13.2143503154	14.6650755697	14.2471792479	15.1527220787	14.0678607302	13.83042871	13.6860220983	13.6040890838	14.4004445132	16.0759121676	17.9697676629	19.1086833086
78	15.1296833698	16.083179053	15.7438270342	16.7551283098	16.4244746168	16.6969793307	17.0110201992	17.3698848218	17.765411823	19.0089658736	18.5480525465	18.9940635435	18.7333713225	18.5715083418	18.0101091238	16.6675385142	16.1795876658
79	15.1296833698	15.5311036769	15.2973357437	16.1673568229	15.9385889424	17.679007152	16.3346300737	15.1219262433	15.3554673179	15.6202982659	17.3748763446	17.8156219534	18.2867802297	20.3621134066	20.9118058298	21.2382885244	22.5247640217
80	15.1296833698	14.7120790127	14.9625386305	14.5559787234	15.5643498224	15.1910375646	16.8112605942	16.4375527955	16.7654794309	18.5886371159	18.9152942629	18.3965209782	19.756820387	19.3291269967	19.7014083071	19.2904805937	21.4456139004
81	15.1296833698	15.3948516672	15.6979039552	15.3940205133	15.7993626167	16.0937617822	15.8758394786	14.624542678	13.497732436	13.3740065305	14.1131767289	13.69540573	15.2362899933	15.4993666011	16.481531389	16.8643429369	16.3902596606
82	15.1296833698	16.7409953069	18.5530810187	18.0494854208	19.2297596035	20.6833500805	21.1425917386	21.7055664061	21.2249727565	21.5107016582	23.7164688793	23.2914502057	25.7803513088	24.2528085045	24.369541814	23.1355344762	23.7346151764
83	15.1296833698	16.0831477737	15.7437134748	17.44769334	17.7390495633	18.9162346167	18.4273594774	18.8201726949	19.1969856928	18.7026733958	20.7382106265	23.0311850457	25.6177888339	26.1562670192	26.7546336432	26.081592792	25.4611601972
84	15.1296833698	16.7410032316	17.7994077391	19.0953750595	18.6455008793	18.0938548678	16.7730306531	18.6315073741	20.1286715598	19.5444135194	19.085045854	18.6966087839	18.2474791424	20.3613207595	20.6472034252	21.1058440531	21.6106178588
85	15.1296833698	16.7410498908	18.553159701	19.7271771429	20.0938893629	19.678142353	21.862310734	20.2474074879	19.6983690264	19.4217123297	18.0190458631	20.1077144703	20.4334682682	20.2529902385	22.6470782943	21.0835524515	21.6046633609
86	15.1296833698	15.5309554478	15.7878736907	16.210103983	17.9253294782	19.0002892936	18.4884453627	18.95305437	19.4574857656	21.5505131104	22.1389317022	23.5274546279	24.1511441143	26.7780399499	24.7970404914	26.5574851818	27.0207657273
87	15.1296833698	14.7120361989	15.6672383067	15.3127651297	16.32585852	15.9777355882	16.3921380033	15.9607820586	14.7627868268	14.5461844804	14.7433599231	15.6994086045	17.4506807271	19.4256200713	19.9004966691	20.2006241045	20.7004548816
88	15.1296833698	14.7120947652	15.6672716799	16.849204355	18.6430346592	19.0601142445	19.3960866456	21.1467441683	21.4482827899	23.6947411369	24.5658981855	27.1196957629	25.5883803205	24.2551935491	23.9302244162	22.0307479961	24.4345190123
89	15.1296833698	16.7410416199	17.7994685874	19.095444964	18.645693184	18.2333468389	17.6542808702	18.0588251616	17.6346137962	17.266116856	16.8514423806	16.5673207766	16.3617095784	15.1753118201	15.5844268744	16.0146282293	17.8344567243
90	15.1296833698	16.0832072272	15.66546447	15.277759231	16.9143292729	18.7580249748	18.3328446018	17.9013989173	18.3352800112	20.3822751512	20.6686183279	22.1560931236	21.6472262349	20.101135536	19.6145386484	19.9398351425	19.4715606511
91	15.1296833698	15.5309897317	16.472917562	15.2094588314	14.9111626427	15.8713431911	15.5802848807	15.9996049136	14.8127494808	14.6442467187	15.549996613	17.3036566752	19.281995807	17.9442328818	19.2163475593	21.4476518326	23.1852054995
92	15.1296833698	14.8830946536	15.2936803333	16.9382599115	17.9086725409	17.6752895062	17.1712711267	16.6958525231	16.5097578752	16.0509516756	15.6190010012	15.8299113972	15.6564475508	14.495180408	14.7100575961	14.9537152946	13.8740948615
93	15.1296833698	14.7120596018	13.5621409763	13.2062438412	13.4290324219	13.1519970418	12.9643864736	12.5976703013	13.9894181068	12.9442779598	12.0021385597	13.3669056699	14.9077934684	13.8688504444	14.8272718057	14.4613365109	14.7186604434
94	15.1296833698	16.0832182834	14.8620370493	13.7692582898	14.8967756384	15.2949094869	15.7798835444	15.4431214853	15.1343863967	14.2320459687	13.4013853631	14.9160303667	17.13450951	16.9464018261	16.2519068934	19.9692117259	21.9374039195
95	15.1296833698	15.3949193169	14.9614339788	14.5545946762	14.8294894521	15.9038471475	14.7442285845	13.7143649912	13.4023301535	12.8938041209	13.1923902375	12.8126137673	13.8005421283	15.1059567223	15.2881630481	14.9547593764	15.1688845752
96	15.1296833698	14.883050007	15.2935587249	15.7277529266	15.9737470535	15.5024804833	15.3103617799	15.1694680525	15.0607660268	15.4965223863	14.3018412838	14.7162478148	14.2761633208	13.2014683174	13.9582091656	15.5300966802	15.4115388175
97	15.1296833698	14.8831361986	15.1282159848	15.402455253	15.7078239997	14.4835019258	14.2546846093	13.8239038677	14.6651999944	14.977540052	16.6149890498	16.9896715288	17.3579672484	17.7543986001	18.1826959385	18.6443075615	18.0938374059
98	15.1296833698	13.942121865	14.861656624	15.1640086004	14.7734043598	16.0279450996	17.7414970465	18.4494235066	17.2352513739	16.1528991479	16.7650795406	15.8100640638	15.2337372455	14.2154329479	13.8616868637	14.2419252124	13.907386446
99	15.1296833698	15.3948182364	15.6979068754	16.0409918412	15.5823967469	17.2195332684	16.7440077078	15.4858545254	15.0817463267	16.7108290218	16.3023552318	17.4592814196	17.8752114568	19.8488794291	20.3789910624	20.6988563473	21.2746974358
100	15.1296833698	15.5311361015	17.1824456059	16.7071237295	16.9822181719	17.4216268738	17.8931911234	18.1901771889	19.3245751026	21.3842242975	20.9846614318	22.3155612801	22.8682712789	24.4546787907	22.7323878608	21.1871057838	19.8007247039
101	15.1296833698	16.0831540244	16.4752928703	16.1600014345	17.1636596	15.8785582722	14.7251367984	15.0056566684	14.6256253922	15.8864523498	17.6102236921	18.0908815559	20.0660983495	20.7009962986	21.4764479129	20.2854191222	19.079886875
102	15.1296833698	15.5309919089	15.0988811655	16.0449264098	14.8234358607	15.1882953654	14.0559480478	15.1221782496	16.5020620598	15.4621569917	17.1237616403	17.6302235279	19.5341077586	18.4249206765	21.0812424279	20.1816831553	22.3223261646
103	15.1296833698	13.9421300939	12.8783153202	12.6630779465	12.3085118471	12.5016937191	13.3178546536	12.3640424118	12.118658621	12.33260706	13.7160380673	13.9843678793	13.6007179682	15.1400115328	15.4748930181	15.7796877631	16.1330853441
104	15.1296833698	13.9421137263	13.7135107152	14.5363075257	16.1223901236	16.5367809621	17.6061421993	18.0443959812	17.7659157077	17.5813627536	16.2948146987	17.3051476145	18.4947708753	18.0388698469	18.4691298447	18.7459795862	18.2875452454
105	15.1296833698	14.8830667843	14.7042396524	15.1187127975	15.5535303564	15.4167048316	15.3077366025	16.1238490312	16.3867751167	15.8966137256	16.3335366389	16.2028636253	15.7165004756	17.4766755274	17.9711373399	18.9718575814	18.4320947426
106	15.1296833698	14.7120810359	14.4566397084	14.0550720905	12.9611349257	13.791825396	14.8029494558	16.0977072146	17.8393050696	17.2042652764	17.5389636392	17.1416264771	18.8148853986	17.6865877121	17.8560648567	17.1210337823	16.6726128065
107	15.1296833698	13.942107761	13.5620736161	13.797747922	15.2789849683	14.8728607526	15.2272908271	16.8886634799	16.6204191952	17.6635515784	19.6408197952	21.8724809329	21.5912399975	24.096792483	26.9295116385	27.6005548704	27.4434740221
108	15.1296833698	13.9420994959	12.8782846904	13.769181493	14.8968765181	14.3957793278	14.6962300773	16.3018952273	16.6351390487	16.9933708622	16.5889663535	16.9297251629	18.8244105059	18.3096416545	20.3867464473	20.8314688238	22.5919213146
109	15.1296833698	16.7410001869	16.4882265977	17.4630194918	17.9117734667	16.5537631277	17.6528125909	19.0127608951	19.4604774879	18.18364254	18.7307455631	18.9597557849	18.5302101019	17.8173345895	18.251018307	20.0521156641	18.8890995943
110	15.1296833698	16.0832351675	15.7437518058	14.5346346023	14.9106878198	15.1533448321	14.73252138	14.4967771619	14.8917695072	14.7430591496	14.6354856204	15.4517236566	14.3161510036	14.5342872347	13.4899074554	13.7207841309	13.3322028588
111	15.1296833698	15.3948220926	15.6978599142	14.4781897266	14.0737476038	15.5761541161	17.2659001946	18.5362344591	18.0828854315	20.069556133	21.9169243156	21.0191351498	23.3937353057	21.8381348701	22.2036092262	21.6967606313	21.1494945315
112	15.1296833698	13.9421083825	14.1915919641	13.9363203282	13.5332488477	12.5010954784	11.5729368945	11.8689876779	12.1855602483	12.5212530971	12.8760845941	13.0651728253	12.9248022452	13.1208467094	13.8787741605	14.1199819251	14.392366496
113	15.1296833698	15.5310673668	14.3047067463	15.2092351994	14.8156749492	14.504587303	16.0892021774	15.8726997028	15.4381135166	16.4193851846	16.8401858599	17.9970596975	17.6631834483	17.9055238818	19.1921509019	21.3502405083	19.9196184558
114	15.1296833698	15.5310645594	17.1823827611	15.8435409277	15.6234295953	15.8694754268	16.3016755733	16.5729144188	17.0266129984	16.52160838	15.2619432106	14.1269097958	15.7036003798	16.7050308771	16.25822069	16.6579254026	18.5370639711
