	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030
66	806.562738869	837.145328384	853.973117803	866.274608602	860.502488005	872.645527236	881.525391067	893.730762808	905.973182459	918.176987027	885.090463107	901.230147502	934.111442399	942.295319795	954.154570659	966.011551393	958.315523068
67	806.562738869	818.722501358	830.897711421	822.51793757	838.507803716	854.942048721	848.599569801	860.360219337	829.640379796	860.135681511	876.58801502	888.040545161	878.084981661	894.808545355	902.356734482	894.541816634	911.315725061
68	806.562738869	823.159426167	794.460991918	824.297235393	795.636374123	811.957611794	783.849364603	791.9412413	800.176381958	791.453441761	784.97482004	801.005268078	817.966130326	810.573078727	827.768544093	837.119783077	867.566618594
69	806.562738869	837.159272063	853.999309579	866.300240743	878.607262996	891.116465203	859.478776832	867.988595755	900.025095211	917.178461928	929.190671781	941.419471442	930.666589534	948.037703627	982.456647268	974.332763289	986.021528441
70	806.562738869	837.137681304	828.975726797	820.769212143	815.28973543	826.708279933	821.074987745	836.872552992	853.225322621	861.664070364	852.030319335	842.477200615	832.884278267	825.993894772	841.799915772	849.180466535	818.550788948
71	806.562738869	823.153670526	794.5060129	766.875928426	795.689765826	804.106220915	834.215721854	845.45614953	854.036678375	844.621139278	875.940661131	866.075041317	859.379476356	853.001584762	842.940576748	836.772100095	851.987695019
72	806.562738869	823.175313737	815.233230234	826.908432779	835.776819449	866.595992532	875.682661652	887.521209041	904.874985453	937.865924739	972.170467406	991.385631225	1011.5609734	1000.05849642	1009.4961959	999.672694231	1011.04116319
73	806.562738869	837.142422126	849.496388836	858.817415262	875.759629041	885.125914248	917.856183378	885.384878908	875.79113387	866.209594987	883.315483977	873.537671721	905.557393659	938.895252108	973.54473732	962.275817206	953.870523187
74	806.562738869	815.983320423	846.618161544	816.997131737	828.531737882	837.350383315	831.481180623	802.074984312	810.198344177	825.640637248	841.693400175	858.471039374	851.286679902	868.265772231	837.559539323	830.255771003	839.788554067
75	806.562738869	778.645883637	751.692233226	766.97621785	782.789979833	812.027655498	783.935791448	778.200701359	794.156370331	785.571762212	779.554007037	773.812959752	765.095244834	780.294284561	774.24557808	803.111591557	809.73670599
76	806.562738869	818.724263908	827.965305909	819.618532988	835.791156162	852.532403715	864.22346052	895.879575509	904.96529769	897.668747022	930.524279708	942.45059229	954.408837993	966.571667675	978.601521053	990.68025858	978.383417416
77	806.562738869	801.627513235	773.703980506	746.698574328	754.578016247	765.265573081	793.792013615	785.196248616	800.106264678	771.979947501	766.650896436	761.580432075	756.703957459	770.518999964	799.269684596	829.129524645	844.138571584
78	806.562738869	823.163713643	817.735577547	834.26842418	828.537590584	837.274675153	846.074175163	854.954831554	866.235048934	883.06407491	876.170820087	887.3191394	880.606162005	874.118260033	863.519015411	832.094157121	821.663495618
79	806.562738869	818.722196058	813.538187336	829.296340362	823.994367523	854.786203383	824.773352724	795.906460986	803.681219558	811.46923186	841.680139426	852.628297758	863.639683996	895.516203255	906.775426637	914.461805848	930.509752096
80	806.562738869	798.969756818	807.875114042	799.847541789	815.579186531	807.252884912	837.116663437	828.430341438	839.409392843	870.313421293	878.467746491	871.409898144	887.738861207	877.647769911	888.265325567	877.935871713	909.611315298
81	806.562738869	815.98454519	825.373262042	819.706018197	831.317866829	840.276715787	834.370143837	804.541972212	775.872939905	770.593965454	784.840202466	775.778547353	804.278843874	811.669461691	826.62259053	836.542427376	826.054670408
82	806.562738869	837.151747045	868.996120316	860.317336337	877.507287074	895.329906469	904.733747017	914.261979035	904.483761676	916.103586677	934.734588993	924.439216774	958.197996822	924.062063372	934.880771945	926.277342616	934.19108861
83	806.562738869	823.150588182	817.720036973	848.484985298	857.434112322	874.21961852	865.026933694	873.802115959	885.37991432	875.697696093	907.942885509	941.460846484	976.378737437	988.424785895	1000.51663688	988.622867728	976.742484254
84	806.562738869	837.119036621	853.955298104	871.252020368	862.539769235	856.345004704	826.177580151	857.242935046	874.300429294	867.962760436	858.601362289	852.449140936	842.946578634	874.596690328	881.979250848	892.424576797	902.869095305
85	806.562738869	837.131018594	868.979048856	886.469165375	896.050711547	889.805644983	923.240359694	890.941089827	881.29254529	875.257546396	844.613097496	876.517292056	884.638130024	878.457318734	911.592610352	879.493962089	889.869726951
86	806.562738869	818.717705795	827.956343395	839.991772217	871.011245265	887.927778398	878.577860707	890.610038502	902.708079483	935.719493837	948.073420212	965.583808332	978.065550321	1013.50037926	976.754285364	994.588081057	1002.609222
87	806.562738869	798.974835721	815.059720953	809.53773325	825.600308765	819.842058746	831.147619733	822.38928448	793.123584436	787.658316002	795.007056099	810.034511785	839.998433404	871.211642694	881.873828944	889.211022621	899.691131344
88	806.562738869	798.953658925	815.008483466	831.53335194	862.489773301	871.464467221	883.256534763	900.894960644	912.778984752	931.137140346	940.252827727	974.387507723	939.632753279	906.287242114	895.95843478	887.678637843	919.902178656
89	806.562738869	837.133370825	853.971505211	871.275392916	862.56074404	853.854492014	847.524036523	858.981645882	849.910888351	843.609963266	834.446352434	828.033817142	822.10001448	792.842239177	802.6791598	812.474338447	841.991271109
90	806.562738869	823.166649152	815.204046301	807.225219075	837.301939148	868.614611058	859.835635326	853.478137283	864.894602242	897.165889177	905.530101576	922.831302195	915.683650746	883.07660342	872.94610737	880.250273284	869.71503301
91	806.562738869	818.723870569	835.215491819	805.989997129	800.438635529	816.320604408	810.58542014	821.725447349	792.762060848	787.335338153	802.205509071	831.983618473	862.962351691	832.776961682	848.46359922	880.044164292	896.75065152
92	806.562738869	801.624247206	813.559753041	844.111851056	860.648874487	854.966053076	845.938738644	836.934941504	831.31155345	822.197188566	813.138032025	820.588180231	814.549694708	785.430925672	792.357074211	799.259778743	770.333068254
93	806.562738869	798.952967633	770.956415668	763.38383859	771.415295201	765.993188219	760.816336698	752.647255086	780.60420277	752.927558154	726.360802708	753.54362052	781.877051743	754.371333629	768.454168681	759.45286447	765.466578047
94	806.562738869	823.174978102	794.485868759	766.858299266	782.691756313	791.082173481	799.586248908	791.059167565	782.555381994	755.062451115	748.670082011	764.039922122	780.329641443	771.535793359	744.564701222	761.327551198	788.763792022
95	806.562738869	815.985069982	807.969096911	799.933866365	808.631529616	824.651176556	795.336441458	767.081513534	758.897898289	752.713462748	760.100438693	753.952366125	768.467009743	783.655214806	792.969344939	783.577444536	792.580109037
96	806.562738869	801.623515761	813.555646974	825.463423897	834.273206812	825.367168168	819.720073571	814.22807463	809.097766728	820.108856128	790.738293228	801.253977121	791.871629716	763.401285939	776.96340534	805.286624007	799.404315724
97	806.562738869	801.625239822	810.575174923	819.482138537	828.438805026	798.862780903	793.482940674	784.80083832	799.524439756	807.490949882	837.080454706	847.834941181	855.839057889	866.538323873	877.283455295	888.012130001	876.865038899
98	806.562738869	778.659267818	794.563641119	803.377672408	795.186523418	811.413811773	828.459221063	837.338160036	830.068156017	800.835902096	809.039258822	802.022029013	795.489199452	767.288010663	758.208194533	765.109774189	755.781168921
99	806.562738869	815.983191089	825.370080558	834.747173789	826.087089078	856.432876832	847.307815698	817.041277494	808.172640247	837.841790606	831.352169267	847.122564343	855.266779214	886.517061971	894.78990092	905.274410771	913.315539024
100	806.562738869	818.717492726	849.443267726	841.033618507	849.923277812	861.878915926	873.898013356	882.728355033	899.3226221	932.034712544	924.986867564	942.153619657	954.339795127	972.089953049	936.934942125	903.120058205	870.568514034
101	806.562738869	823.157344218	835.207991838	829.537268427	846.082803315	816.343676503	787.799361106	795.857945188	787.222889725	803.139545804	832.68974814	840.809082025	871.653468189	880.008721303	888.3613648	856.844826491	848.912469212
102	806.562738869	818.717762816	810.695770529	826.704819497	797.459525757	808.714945541	780.120053508	795.456341499	811.375200316	782.834465015	811.744307608	819.24721712	849.384208001	819.553272412	836.225138566	807.044923682	836.583718147
103	806.562738869	778.645337754	751.689252587	746.887834191	739.20953454	746.912776939	761.563513538	734.857781652	729.689858014	736.843714161	764.163356957	771.488325115	762.56213139	790.719508177	800.414724731	807.409619949	814.370975755
104	806.562738869	778.619708693	773.746009102	789.003443357	818.702746985	830.153460937	846.334870932	857.900996401	852.024884613	846.380622959	816.579140765	831.903258984	847.740313456	837.887707292	848.294212209	855.302854407	844.853873647
105	806.562738869	801.622644293	796.870171755	808.529522329	820.119843451	815.158353669	810.123499719	825.170404558	833.363234945	823.883894248	834.911626656	829.350591597	819.652226092	849.701246801	860.480927146	875.722989552	864.883863151
106	806.562738869	798.944823001	793.8691853	785.928766583	758.299796832	773.348596699	788.975117245	805.302858468	835.143586663	828.449907973	836.517613212	827.204061336	844.194386718	814.548072839	824.072716722	816.674370031	809.64459759
107	806.562738869	778.654843512	771.125202442	779.605723535	808.69876337	800.359493603	811.313191647	841.430442559	835.446330696	851.150828613	882.805008311	915.819699933	909.459318207	943.516287775	979.025671263	990.862681767	983.955955714
108	806.562738869	778.655354535	751.694812041	766.962388583	782.792701479	777.044746929	785.156011762	814.316421959	825.161433736	833.419979063	827.158285498	835.17037216	865.962739659	855.849948778	887.419974778	895.21165395	912.148242562
109	806.562738869	837.117252885	832.023165032	848.664902044	860.655880203	830.480308073	847.010001165	864.233214479	873.082645002	842.558529137	851.073725148	861.712571966	851.865185966	844.537838536	852.3472415	869.293163328	838.29003862
110	806.562738869	823.169755874	817.738146377	789.177017633	800.374461878	808.754781897	800.064061945	794.351162957	805.128209705	799.635492261	794.437475591	808.955734245	780.218181331	787.143599601	758.959928815	765.480287656	755.972752508
111	806.562738869	815.982815123	825.368132903	796.230148832	787.927047595	817.087093361	847.487593998	864.209321385	854.968445172	886.667472185	904.393836925	897.055549157	930.396353554	897.592107255	908.345328293	901.173694767	890.265294116
112	806.562738869	778.6519404	787.464330345	782.248973036	774.127917893	746.890045601	720.695501925	730.590956803	740.497563249	750.474231389	760.51517404	767.467867925	761.919296416	768.76015146	782.41047365	789.059017556	795.738304841
113	806.562738869	818.722961547	790.112235988	805.952642466	797.732679807	792.048511674	821.561653668	816.111784293	807.307455994	822.666750322	833.540697859	849.381723074	843.045075501	850.296884631	866.221882789	897.932488379	865.755217717
114	806.562738869	818.720679372	849.437689497	819.660570162	814.461108404	822.858460316	834.382950988	842.767556944	854.280366744	844.535350146	814.318698005	785.25678312	814.064768491	828.901177541	819.002966806	829.112019223	859.167686533
115	806.562738869	837.145905253	849.498916665	819.778815155	791.143234113	763.623601109	778.774682748	808.033666158	780.06141133	809.480925094	803.949161855	811.361897255	805.861357804	836.283744716	867.964088126	862.292514553	856.820253696
116	806.562738869	815.985358893	832.563894554	863.613518399	881.178776929	893.203093896	926.286323218	919.412672725	953.719363941	943.343584705	961.891766422	997.635955629	986.37846722	1023.10935953	1035.36838415	1044.2433045	1006.8422144
117	806.562738869	801.625462894	813.557380445	805.303049859	776.918684767	787.900871549	760.128779579	770.660160044	799.205634232	793.96631175	785.061243126	795.419095109	786.201329241	780.728625225	775.266881608	788.777045888	783.133488358
118	806.562738869	823.161117078	832.535767696	849.642688154	843.292699743	860.473542067	872.091507762	881.259216373	874.257690897	883.161488447	900.75218309	919.283107747	938.951615721	929.777212298	921.144449787	940.141858421	906.741009544
119	806.562738869	778.608234072	808.070411154	802.974897495	774.978020279	748.040930775	762.591896832	773.05854142	788.089554685	803.67578843	797.992006041	770.219333249	785.455544197	801.355875327	818.12800271	825.329641114	796.684099667
120	806.562738869	818.720234485	810.699954488	802.674578017	774.256264505	746.931375797	774.683631027	789.833699564	797.548491428	805.351444091	776.768685756	805.414760953	776.985449037	770.915575399	761.85086254	752.803156553	761.715278616
121	806.562738869	801.624699291	817.584313939	826.478999957	842.801928857	836.923133868	807.366564377	798.697512378	828.391099841	859.36532511	849.894479593	881.674250871	892.878474774	886.540934236	894.118204935	904.974577765	898.268609264
122	806.562738869	818.717807035	849.443399213	881.463983091	890.784222563	884.917105272	918.112084138	952.696420539	942.407226064	932.156565147	921.863525916	938.976376122	932.238609752	925.774509438	933.773588058	950.860711645	939.33941164
123	806.562738869	801.625083241	832.01092918	803.033171393	811.553679979	822.988254515	817.672082131	788.92800477	780.326702381	809.530931578	817.046078763	827.796453864	835.206892795	850.243125173	865.740202456	897.383544374	890.502477918
124	806.562738869	798.93588766	814.999348059	831.512705176	840.37810053	849.315234183	860.763048636	872.355078042	884.048823167	876.979541022	885.461120493	917.380410325	910.113743999	943.104452037	935.963641945	928.980580938	922.096676297
125	806.562738869	823.182146508	840.236271431	871.638777428	841.244271147	812.046162733	842.59882136	836.538624264	844.892250253	853.359943154	843.914054352	837.463070757	827.922943712	858.655991512	875.366009705	844.48352941	875.749948059
126	806.562738869	778.615020888	751.651952608	759.948196226	733.380764701	725.747752108	740.293086224	755.509726867	765.438502116	757.145481856	750.954454852	760.544472848	788.399492784	760.597952007	788.539003712	779.200399128	785.679450948
127	806.562738869	798.878030932	829.031878836	820.787310768	832.401554164	841.111475404	872.278469083	904.749821591	898.363884613	910.363620128	927.284687984	939.344605592	974.046805543	986.418893621	994.853415219	958.805321226	951.352111783
128	806.562738869	798.96601958	810.758658157	826.989811561	818.598683809	830.032454025	860.591679554	877.583231193	870.767634527	879.207410346	847.794007783	838.350224863	869.052198474	885.99014135	918.445082273	907.751065099	915.302820856
129	806.562738869	798.958979064	791.204647229	807.176360538	799.051021335	793.043880606	801.155942704	772.692693741	764.437418373	774.504162564	781.886736645	753.818944455	760.847215011	770.216890363	763.713460957	757.421192404	784.639045421
130	806.562738869	823.158402367	815.211405961	807.239874807	815.907367141	846.034578279	839.756317019	830.910093628	861.85386308	831.356161145	842.122000588	858.413525411	866.361608415	883.478145935	875.775682554	886.125661709	893.623406056
131	806.562738869	815.983086387	832.546375956	863.571940451	881.161129082	872.131917058	881.438507321	850.259154133	843.434354287	874.681427969	883.377767472	894.453418268	862.608360347	894.379120611	911.950472589	901.17730891	893.111861709
