partes	grt20072008	grt20082009	grt20092010	grt20102011	grt20112012	grt20122013	grt20132014
141	0.0296869531698	0.0307076308289	0.0100723992833	-0.0441566507272	0.045734464714	-0.097899185441	-0.156660190688
142	0.0293062042744	0.031223073553	0.0103847217416	-0.0433691700669	0.0439074538405	-0.099776578272	-0.152473968809
143	0.0318388162348	0.033505268943	0.00573618844189	-0.0431053548586	0.0438368777195	-0.10166378017	-0.150133926399
144	0.0312582402886	0.0327340629424	0.00467791127063	-0.0426186312724	0.04547107393	-0.103982059261	-0.147888622548
145	0.0289038074486	0.0339703608945	0.00382840758819	-0.0392711373445	0.0422889314831	-0.104543054418	-0.145820367746
146	0.0265144048747	0.0355462468353	0.00310378820779	-0.0356119585133	0.0405247035857	-0.106240753488	-0.143603179855
147	0.0235746942755	0.0368540615329	0.00436849309833	-0.0352284207142	0.0380431561064	-0.105534396305	-0.142599256736
148	0.0234123837739	0.0374596694369	0.00631324774807	-0.0386319076793	0.0391455796337	-0.10628489429	-0.139407687858
149	0.0226152305682	0.038244209068	0.00837774834752	-0.0424660284869	0.041577128397	-0.105922167511	-0.139076917857
150	0.0212802095507	0.0387022146145	0.00885472148677	-0.0433034096778	0.0420089912117	-0.104095593995	-0.140776609102
151	0.0224954322922	0.0372539772065	0.0104071741072	-0.044162356408	0.0433408309139	-0.104000007767	-0.140670461169
152	0.0210544245742	0.0367956919336	0.0130576702777	-0.0467157936367	0.0453192389502	-0.102953255086	-0.142292731656
153	0.0204584697814	0.0393294547023	0.0121974430774	-0.0490895502726	0.0478585782904	-0.103113017657	-0.142239861428
154	0.0207096249571	0.0393095008776	0.0100019144938	-0.0460878786266	0.046581027912	-0.103691126505	-0.141808444441
155	0.0227250374917	0.0355595804658	0.0109391052756	-0.0459985218625	0.0471698919486	-0.104625074915	-0.142468660142
156	0.0223536922223	0.0355282510962	0.00991199332822	-0.0465922027876	0.0505214696239	-0.105097266709	-0.144161322398
157	0.0197937509741	0.0361456075138	0.0109752971485	-0.0471896552645	0.052791638994	-0.10668936178	-0.143039740102
158	0.0168554117371	0.0349464199459	0.0117419169739	-0.0455582173745	0.0521058422453	-0.104954304773	-0.145829230385
159	0.0172356708603	0.0352618582122	0.0121226018589	-0.0443540286011	0.0520448981012	-0.103821774931	-0.14798274989
160	0.0172225449657	0.0363665914603	0.0136342827707	-0.0446317695389	0.0509779377612	-0.104444233284	-0.146912917258
161	0.0178014556865	0.0363470106042	0.0129240731174	-0.0434120110263	0.0517791431047	-0.105807693611	-0.145415538677
162	0.0171417325555	0.0392844187334	0.00932800841675	-0.0426638898931	0.0507023756611	-0.104320785132	-0.14532232816
163	0.0169698225191	0.0418537067695	0.00705384070199	-0.0415919955498	0.0484969156624	-0.101620265479	-0.144715492034
164	0.0181536998408	0.0409366700126	0.00631045516528	-0.0398870607542	0.0491003152277	-0.101860274567	-0.146129133953
165	0.0161349568553	0.0425409948157	0.00472583199118	-0.0391307195724	0.048821338154	-0.0997354636716	-0.147966756392
166	0.0189775946077	0.0427766177831	0.00170302868408	-0.0377067170276	0.047840802915	-0.0981339769406	-0.147837891577
167	0.0182182518146	0.0441410304789	0.000409169229293	-0.0375378675578	0.0457249203006	-0.0962429140268	-0.147605527434
168	0.0181259787352	0.0433909904512	0.0012672740667	-0.0379861986815	0.0445594511069	-0.0962991596349	-0.146545576136
169	0.0189536937252	0.0419084399242	0.00336863675888	-0.0393509201696	0.0443256567608	-0.0960800209019	-0.14566033089
170	0.0180896376392	0.0420815906367	0.00432437029037	-0.040366241237	0.04336245908	-0.094720630295	-0.14587221928
171	0.0172299895029	0.0416172446225	0.00560437853455	-0.0405935014055	0.0416638161883	-0.0921269668625	-0.146639601609
172	0.0177306346288	0.0406198331138	0.00910102728818	-0.0428214247078	0.0415782667216	-0.0895589739673	-0.147566817055
173	0.0178266299767	0.0412801741725	0.0102099060595	-0.0437158627069	0.0415885992058	-0.087721652219	-0.147342296857
174	0.0166648903577	0.0417187853473	0.0103359073946	-0.0420379090122	0.038931224368	-0.0863964889951	-0.147715546406
175	0.0142997804841	0.0456389659642	0.00719224110469	-0.0409861296114	0.036646256779	-0.0824722360463	-0.149055638605
176	0.0153191923066	0.0446033251652	0.00823286915276	-0.0413635749039	0.0344897447352	-0.0794197378477	-0.148831424015
177	0.0154337010431	0.0420146427575	0.0103924292701	-0.0403398403749	0.0327573023613	-0.0768411010712	-0.149822613456
178	0.0143574756473	0.0410546213596	0.0130777768738	-0.0411903736436	0.0313850083565	-0.0728842903678	-0.151751307155
179	0.0152328944479	0.0395763599724	0.0151085430732	-0.0422840269393	0.0319257125091	-0.072394776179	-0.152867184764
180	0.0172558494742	0.0393085684558	0.0162806459187	-0.0443099304578	0.0320870043389	-0.0701187595576	-0.152402558346
181	0.0173268664408	0.0380884946416	0.0194264345715	-0.0455192446733	0.0302117460179	-0.064549296483	-0.15344936849
182	0.0179123401088	0.0390174663964	0.0169827012302	-0.0454304681479	0.0294846193323	-0.0615481393589	-0.154278381817
183	0.0181544834763	0.039093924977	0.0164622755029	-0.0468432527439	0.0318185348762	-0.0645736104472	-0.152950615817
184	0.0174840833117	0.0397648956432	0.0145592978916	-0.0473671116088	0.0356639702715	-0.0678092460155	-0.150747485906
185	0.0175930086453	0.0408159214005	0.0139584457801	-0.0465586456479	0.0374158517259	-0.0720738944629	-0.148731490116
186	0.0176785228685	0.0427405330627	0.0131929429877	-0.0460726957132	0.037114808669	-0.0712222796058	-0.148250564591
187	0.0181693725507	0.0425593635235	0.0141249954172	-0.0469788351933	0.0372218987384	-0.0685910495334	-0.149796127407
188	0.0184029938822	0.0449671561185	0.0117420286773	-0.0470098779653	0.0367494064943	-0.0677251384828	-0.151852972834
189	0.0172965985199	0.0468002972105	0.011633564762	-0.046817528827	0.0367212110712	-0.0683254742593	-0.152710407729
190	0.0199266751447	0.0452279544722	0.0133186092129	-0.0473914816354	0.0369003658399	-0.0699387527412	-0.15084660485
191	0.0210286625573	0.0444293352732	0.0132004271096	-0.0462248149664	0.0367632415155	-0.0723150514209	-0.147983361107
192	0.01931279469	0.0441016822825	0.0137023100873	-0.0446520778944	0.0359448737406	-0.0739907322658	-0.147645867724
193	0.0206358652663	0.0447523261553	0.0136669001376	-0.0424524895833	0.0349451621114	-0.0770247601998	-0.145454554665
194	0.0208515609358	0.0451934548688	0.0144671426597	-0.0407124503447	0.0333649925344	-0.0792898198846	-0.144758684668
195	0.0203490546757	0.0463490983425	0.0149232272798	-0.0406134229351	0.0324861184324	-0.0807220480322	-0.142324820523
196	0.0217069970313	0.0465022019881	0.0164751213837	-0.0413786611108	0.0310012178624	-0.080549971951	-0.141947801806
197	0.0231795460779	0.048535906991	0.0149448977222	-0.0407421392263	0.0292376029089	-0.0810523214084	-0.141353190011
198	0.0223802378746	0.0507960972285	0.0161192346339	-0.0424974580847	0.0296972233295	-0.0805087529988	-0.141430203291
199	0.0203299535605	0.052065216425	0.0157558637622	-0.0444597287561	0.0317560145904	-0.0820698555918	-0.139731734478
200	0.0188942353821	0.0546832701167	0.01201536668	-0.0427563412638	0.0317501478409	-0.0818888052577	-0.141005305947
201	0.0166468667414	0.0543728669278	0.0139363285244	-0.0427222038853	0.0314469156983	-0.0814264225311	-0.141991605656
202	0.0174449994914	0.0538063274936	0.0152840289753	-0.041313190841	0.0293932906795	-0.0811536469844	-0.142343870104
203	0.0188013745761	0.0511665483759	0.0167315921864	-0.0387139147528	0.0263695504694	-0.0808485223867	-0.142728834637
204	0.0173078632801	0.0516909423485	0.0186885224971	-0.039964232505	0.0263789197559	-0.0783790375696	-0.144254125438
205	0.0164189267672	0.0510976424112	0.021132814355	-0.041625649396	0.0284207237122	-0.0780118236642	-0.146147572318
206	0.0170183099653	0.0500036320128	0.0244144342343	-0.0443826537117	0.0288639697722	-0.0753425051929	-0.149186948285
207	0.0202110368744	0.047474158384	0.0268096883385	-0.0468980853037	0.0305216329808	-0.0738590403224	-0.150564019083
208	0.0206309675444	0.0477243271302	0.0250713614081	-0.0470967203616	0.0322968063064	-0.0723106686463	-0.15291679517
209	0.0228045764943	0.045304506295	0.0245498186476	-0.0471113230362	0.0331184139281	-0.0713028391781	-0.153901057491
210	0.0237056593573	0.0456678710374	0.0247265332861	-0.0493262876736	0.0345774832876	-0.0721008172215	-0.153805605846
211	0.0256621033211	0.0446811823785	0.025335428036	-0.0505852123003	0.0352708104909	-0.0722522316508	-0.154250571465
212	0.0255035150881	0.0452578852093	0.0234761264194	-0.050025958873	0.0359083597921	-0.0720994606484	-0.152961108367
213	0.0248654398876	0.0434457236059	0.0242238683853	-0.0511303465852	0.037230042137	-0.0711040490418	-0.152675873996
214	0.0247322218537	0.0445431839646	0.0231903893491	-0.0523584218528	0.0384835125733	-0.0693782793437	-0.152327989932
215	0.0281275185379	0.0419406084733	0.0213967692796	-0.0520944132316	0.039464398066	-0.066978501514	-0.154840191659
216	0.0275842632321	0.0428346144138	0.0201418942804	-0.0526438026005	0.0410503468291	-0.0659960295278	-0.155842484867
217	0.0268521517723	0.0430649225774	0.0196592242723	-0.0513561561568	0.0403247962852	-0.0663130502282	-0.155713620052
218	0.026328977126	0.0430809602309	0.018832396362	-0.0496206621216	0.0398435476985	-0.0667966163656	-0.155507640088
219	0.0267310800886	0.0445651891171	0.0161439210657	-0.0503706206774	0.0411218861478	-0.0673078357241	-0.156243952245
220	0.0280491549885	0.0457647496536	0.0140006696317	-0.050609195501	0.0424973324359	-0.0683406052671	-0.156773163873
221	0.0276848624385	0.0454320615857	0.0127388690273	-0.0487480797812	0.0423299111663	-0.0688789560878	-0.156110095829
222	0.0250781969241	0.0459456394664	0.0137822896582	-0.0496649536778	0.0438254069108	-0.0691558013538	-0.157524654573
223	0.0249091275664	0.0460297439051	0.0135527393534	-0.04956969782	0.0445673318152	-0.0690309966278	-0.158014442736
224	0.0250036535978	0.0467497599535	0.0123299232046	-0.0488694463818	0.0442624359676	-0.0685140379215	-0.158319541644
225	0.0239123432187	0.0488589911153	0.0107836142663	-0.0474549210696	0.0425448793759	-0.0668350178198	-0.160612622252
226	0.024935281401	0.0495871192327	0.00985267886992	-0.0473849055964	0.0429227155571	-0.0665343803485	-0.160961219402
227	0.0260191472428	0.0497730441226	0.00800309544141	-0.0446494668201	0.0405080665348	-0.0657269062933	-0.161237998612
228	0.0265519214239	0.0496782168342	0.00599891463007	-0.0431424901372	0.0399612329424	-0.0659611760341	-0.160456150826
229	0.0270432608783	0.0485580053857	0.00535840784307	-0.0418062003468	0.0387487421892	-0.0664067581244	-0.15922414208
230	0.0273525030349	0.0477332783786	0.00429030078042	-0.0399764175183	0.0382544466522	-0.0658565112011	-0.160800978807
231	0.0257602536667	0.0484394013435	0.0032710080648	-0.0389918491035	0.0372430015239	-0.064093696622	-0.160882372472
232	0.0267234396425	0.0485119437529	0.00277549217588	-0.0392556643118	0.0381548870373	-0.0639958146546	-0.160998299871
233	0.0283327330827	0.0492863199873	0.000814652249312	-0.0391320734627	0.038126428924	-0.063471029565	-0.16035214215
234	0.0273418260013	0.0497849791206	0.0016804646152	-0.0398664622794	0.0378380825638	-0.0634169753442	-0.159386420063
